"Marsji Language — Canonical Lexical Lock",,,
"Version: 1.0",,,
"Locked: 16 May 2026 — 20:26 UTC",,,
"Total Entries: 1087070",,,
"Author: Gino Rouzee",,,
,,,
"ID","EN",,"MJ"
"111784","boathorse",,"kalonuon"
"111785","boathous",,"uvaqihot"
"111786","boathouse",,"ivuqohi"
"111787","boathouses",,"ivuqohat"
"111788","boatie",,"kolua"
"111789","boaties",,"koluren"
"111790","boating",,"evoqeo"
"111791","boatings",,"evoqefet"
"111792","boation",,"oviqoun"
"111793","boatish",,"ivuqiet"
"111794","boatkeeper",,"kelitein"
"111795","boatlength",,"kulevua"
"111796","boatless",,"aveqizi"
"111797","boatlessness",,"koluvoboin"
"111798","boatlet",,"kalovot"
"111799","boatlift",,"oviqasin"
"111800","boatlifted",,"kelivuo"
"111801","boatlifting",,"kelivunoun"
"111802","boatlifts",,"oviqasa"
"111803","boatlike",,"uvaqosot"
"111804","boatlip",,"kilavot"
"111805","boatload",,"kulevian"
"111806","boatloader",,"ivuqehi"
"111807","boatloading",,"oviqahopet"
"111808","boatloads",,"kuleviun"
"111809","boatly",,"ivuqot"
"111810","boatmaker",,"avequrat"
"111811","boatmaking",,"uvaqiri"
"111812","boatman",,"uvaqie"
"111813","boatmans",,"uvaqirin"
"111814","boatmanship",,"evoqaride"
"111815","boatmanships",,"evoqaridin"
"111816","boatmast",,"evoqara"
"111817","boatmaster",,"kelizoot"
"111818","boatmate",,"avequron"
"111819","boatmen",,"oviqean"
"111820","boatmens",,"oviqezun"
"111821","boatmobile",,"kelizao"
"111822","boatneck",,"ivuqizen"
"111823","boatnecked",,"kolupoi"
"111824","boatnecks",,"ivuqizon"
"111825","boatner",,"kalopot"
"111826","boatowner",,"kalofoet"
"111827","boatperson",,"ivuqazat"
"111828","boatrace",,"ivuqora"
"111829","boatraces",,"ivuqoren"
"111830","boatright",,"uvaqiset"
"111831","boatrope",,"kelicae"
"111832","boats",,"kilaqi"
"111833","boatsetter",,"aveqazat"
"111834","boatsex",,"uvaquat"
"111835","boatshed",,"koluquet"
"111836","boatshop",,"koluquan"
"111837","boatside",,"evoqesot"
"111838","boatslength",,"kuleqapuen"
"111839","boatslip",,"kilaquo"
"111840","boatsman",,"uvaqupin"
"111841","boatsmanship",,"evoqepejin"
"111842","boatsmen",,"oviqopun"
"111843","boatsmith",,"keliqio"
"111844","boatspeak",,"ivuqijon"
"111845","boatsteerer",,"aveqabufun"
"111846","boatstone",,"keliqain"
"111847","boatswai",,"koluquon"
"111848","boatswain",,"uvaquka"
"111849","boatswainbird",,"kaloqosain"
"111850","boatswained",,"kilaqasiet"
"111851","boatswains",,"uvaquken"
"111852","boatswen",,"oviqokat"
"111853","boatswoman",,"uvaqukena"
"111854","boattail",,"koluwii"
"111855","boattailed",,"aveqerun"
"111856","boattails",,"koluwiat"
"111857","boatward",,"kolugien"
"111858","boatwear",,"evoqazin"
"111859","boatwhistle",,"ivuqoradu"
"111860","boatwise",,"kalogio"
"111861","boatwoman",,"uvaqiha"
"111862","boatwright",,"oviqeqen"
"111863","boatwrights",,"oviqequson"
"111864","boaty",,"kalol"
"111865","boatyard",,"keliloat"
"111866","boatyards",,"keliloe"
"111867","boaz",,"kalis"
"111868","boaza",,"kelunn"
"111869","bob",,"kim"
"111870","boba",,"kumiu"
"111871","bobac",,"kumisa"
"111872","bobache",,"ivamiot"
"111873","bobachee",,"ovumori"
"111874","bobacs",,"kumioa"
"111875","bobadah",,"kamutin"
"111876","bobadil",,"kometena"
"111877","bobadilian",,"avomesu"
"111878","bobadilians",,"avomesavot"
"111879","bobadilish",,"ovumiso"
"111880","bobadilishs",,"ovumisovet"
"111881","bobadilism",,"kamutiat"
"111882","bobadilisms",,"kamutipae"
"111883","bobadill",,"avomesan"
"111884","bobadilla",,"evimosen"
"111885","bobadillas",,"evimoson"
"111886","bobadils",,"kometaona"
"111887","bobai",,"kumir"
"111888","bobak",,"kimota"
"111889","bobaks",,"kimouna"
"111890","bobance",,"avomao"
"111891","bobar",,"uvemi"
"111892","bobared",,"kimocat"
"111893","bobaring",,"kimoceo"
"111894","bobarista",,"kamuciet"
"111895","bobars",,"uveman"
"111896","bobas",,"kumiqa"
"111897","bobaunce",,"uvemefun"
"111898","bobb",,"ivan"
"111899","bobba",,"uveno"
"111900","bobbar",,"kamae"
"111901","bobbared",,"ivaneqot"
"111902","bobbaring",,"ivaneqan"
"111903","bobbars",,"kamanina"
"111904","bobbasheely",,"ivanewufan"
"111905","bobbatlu",,"evinubot"
"111906","bobbe",,"ovunu"
"111907","bobbed",,"komoui"
"111908","bobbee",,"evinan"
"111909","bobbejaan",,"evinita"
"111910","bobbejaans",,"eviniten"
"111911","bobber",,"kimian"
"111912","bobberies",,"komovuon"
"111913","bobbers",,"kimivun"
"111914","bobbery",,"kamavu"
"111915","bobbette",,"avonoben"
"111916","bobbi",,"ivani"
"111917","bobbidi",,"kimiru"
"111918","bobbie",,"ovunet"
"111919","bobbielee",,"kumuruana"
"111920","bobbielees",,"kumuruuna"
"111921","bobbies",,"ovunoi"
"111922","bobbikins",,"kamaraan"
"111923","bobbili",,"komoron"
"111924","bobbin",,"kemean"
"111925","bobbiner",,"avonafi"
"111926","bobbinet",,"uvenufu"
"111927","bobbinets",,"uvenufot"
"111928","bobbing",,"komorona"
"111929","bobbingly",,"ovunofot"
"111930","bobbinite",,"uvenufa"
"111931","bobbinites",,"uvenufen"
"111932","bobbinless",,"ivanifat"
"111933","bobbinlike",,"ovunofo"
"111934","bobbins",,"kemerun"
"111935","bobbinwork",,"avonafin"
"111936","bobbio",,"avonen"
"111937","bobbis",,"ivanot"
"111938","bobbish",,"kumuran"
"111939","bobbishly",,"uvenuwo"
"111940","bobbit",,"kimiun"
"111941","bobbitt",,"ovunoan"
"111942","bobbitted",,"kemerae"
"111943","bobbitting",,"kemeraet"
"111944","bobbittise",,"evinebon"
"111945","bobbittize",,"kimiroen"
"111946","bobbittized",,"ovunobavot"
"111947","bobbittizes",,"kimirodion"
"111948","bobbittizing",,"ovunobavan"
"111949","bobbitts",,"ovunobun"
"111950","bobble",,"kemeona"
"111951","bobbled",,"avonio"
"111952","bobblehead",,"kemeveu"
"111953","bobbleheaded",,"uvenozafa"
"111954","bobbleheads",,"kemevesiot"
"111955","bobbler",,"evinuu"
"111956","bobbles",,"kemevan"
"111957","bobblier",,"evinusa"
"111958","bobbliest",,"avonisat"
"111959","bobbling",,"avonisun"
"111960","bobbly",,"kumuen"
"111961","bobbol",,"kumuet"
"111962","bobbsey",,"uvenuan"
"111963","bobby",,"avone"
"111964","bobbydazzler",,"komolesuat"
"111965","bobbye",,"uvenon"
"111966","bobbypin",,"uvenajin"
"111967","bobbys",,"avona"
"111968","bobbysock",,"evinowo"
"111969","bobbysocker",,"kemelujea"
"111970","bobbysockeres",,"kamalijaun"
"111971","bobbysockers",,"kemelujeen"
"111972","bobbysocks",,"evinowet"
"111973","bobbysox",,"kamalia"
"111974","bobbysoxer",,"uvenawot"
"111975","bobbysoxers",,"uvenawono"
"111976","bobc",,"kimue"
"111977","bobcat",,"ivaru"
"111978","bobcats",,"ivareot"
"111979","bobcaygeon",,"avorimun"
"111980","bobchin",,"kemonea"
"111981","bobcoat",,"avoreen"
"111982","bobdownsite",,"ivasukadun"
"111983","bobe",,"komae"
"111984","bobeche",,"evitee"
"111985","bobeches",,"eviterin"
"111986","bobeh",,"ovute"
"111987","bobek",,"kemute"
"111988","bober",,"ovutea"
"111989","boberg",,"ivatot"
"111990","bobert",,"komaot"
"111991","bobet",,"evito"
"111992","bobette",,"kamiwu"
"111993","bobey",,"kumola"
"111994","bobfergusonite",,"komavurui"
"111995","bobflies",,"komavaan"
"111996","bobfloat",,"avokihat"
"111997","bobfloats",,"avokihe"
"111998","bobfly",,"kamiot"
"111999","bobfoc",,"eviku"
"112000","bobiccob",,"avonaton"
"112001","bobice",,"komiota"
"112002","bobierrite",,"eviniqon"
"112003","bobigny",,"ivaneet"
"112004","bobin",,"avonaa"
"112005","bobina",,"evinu"
"112006","bobinawarrah",,"kimupuleat"
"112007","bobine",,"uvenat"
"112008","bobinett",,"ivanizet"
"112009","bobinette",,"ovunoze"
"112010","bobization",,"uveneret"
"112011","bobjerom",,"komuvui"
"112012","bobjonesite",,"uverafidon"
"112013","bobker",,"evise"
"112014","bobkingite",,"kumoroo"
"112015","bobkitten",,"ovusobin"
"112016","boblet",,"kamuui"
"112017","boblets",,"kamuvot"
"112018","bobmeyerite",,"kamavupui"
"112019","bobo",,"kamot"
"112020","bobogel",,"ivapeen"
"112021","bobol",,"ivape"
"112022","bobolee",,"evipuu"
"112023","bobolink",,"kamovii"
"112024","bobolinks",,"kamoviat"
"112025","bobolled",,"avopizi"
"112026","bobolling",,"avopizot"
"112027","bobols",,"ivapa"
"112028","bobon",,"ovupo"
"112029","bobone",,"evipe"
"112030","bobonon",,"komupon"
"112031","bobooti",,"evipoa"
"112032","bobos",,"kamoqi"
"112033","boboshtic",,"kamoqoi"
"112034","bobota",,"avopo"
"112035","bobotee",,"ovupion"
"112036","bobotie",,"ivapuo"
"112037","boboties",,"ivapuset"
"112038","bobowler",,"kemigoe"
"112039","bobowlers",,"kemigoin"
"112040","bobr",,"ivaj"
"112041","bobroff",,"ivajuon"
"112042","bobrov",,"kumueta"
"112043","bobrovni",,"evijogen"
"112044","bobrovytsia",,"evijogugan"
"112045","bobrowski",,"ovujikot"
"112046","bobruisk",,"evijisen"
"112047","bobrun",,"kamain"
"112048","bobruysk",,"ivajamet"
"112049","bobrynets",,"evijofo"
"112050","bobs",,"kimui"
"112051","bobseine",,"ivacasen"
"112052","bobskate",,"evicirot"
"112053","bobsled",,"kamevina"
"112054","bobsledded",,"kimuviin"
"112055","bobsledder",,"kumavuat"
"112056","bobsledders",,"kumavuzae"
"112057","bobsledding",,"kimuvizui"
"112058","bobsleddings",,"kimuvizuat"
"112059","bobsleded",,"ivacezo"
"112060","bobsleding",,"ivacezun"
"112061","bobsleds",,"kamevaa"
"112062","bobsleigh",,"komivoe"
"112063","bobsleighed",,"avocizosot"
"112064","bobsleigher",,"evicuzisun"
"112065","bobsleighing",,"avocizosan"
"112066","bobsleighs",,"komivoin"
"112067","bobson",,"ovuci"
"112068","bobss",,"kimuqe"
"112069","bobst",,"ovucia"
"112070","bobstay",,"avoceen"
"112071","bobstays",,"avoceron"
"112072","bobster",,"komiwo"
"112073","bobstick",,"evicoso"
"112074","bobsy",,"kamel"
"112075","bobtail",,"komunet"
"112076","bobtailed",,"avoqisan"
"112077","bobtailer",,"eviqusen"
"112078","bobtailest",,"avoqise"
"112079","bobtailing",,"avoqisa"
"112080","bobtailler",,"kamonian"
"112081","bobtaillest",,"kumenopoa"
"112082","bobtails",,"komunai"
"112083","bobtown",,"kamofa"
"112084","bobtowns",,"kamofoen"
"112085","bobuck",,"kemui"
"112086","bobundara",,"eviweva"
"112087","bobux",,"uvewu"
"112088","bobweight",,"kemevua"
"112089","bobweights",,"kemevuen"
"112090","bobwheel",,"kiminiin"
"112091","bobwheels",,"kiminia"
"112092","bobwhite",,"kamaniena"
"112093","bobwhites",,"kamanion"
"112094","bobwig",,"komoen"
"112095","bobwigs",,"komorone"
"112096","bobwire",,"avodaet"
"112097","bobwood",,"uvedaun"
"112098","bobyllib",,"ovukaze"
"112099","bobyr",,"avoku"
"112100","boca",,"ivem"
"112101","bocaccio",,"avimaton"
"112102","bocaccios",,"avimatan"
"112103","bocachica",,"kanusoen"
"112104","bocachico",,"kenasiin"
"112105","bocadillo",,"konetaat"
"112106","bocage",,"ivemin"
"112107","bocages",,"ivemea"
"112108","bocaina",,"koneren"
"112109","bocajaa",,"kanusin"
"112110","bocal",,"konev"
"112111","bocam",,"evuma"
"112112","bocanegra",,"ovamoze"
"112113","bocaparvoviral",,"avimorelon"
"112114","bocaparvovirus",,"kanuhewia"
"112115","bocardo",,"avimuen"
"112116","bocarones",,"ovamehe"
"112117","bocas",,"ivemi"
"112118","bocasin",,"kenaqun"
"112119","bocasine",,"kanuqio"
"112120","bocat",,"kinow"
"112121","bocaue",,"evumat"
"112122","bocaviral",,"konedaan"
"112123","bocavirus",,"evumusen"
"112124","bocboc",,"kanaea"
"112125","bocca",,"ivere"
"112126","boccaccian",,"koninai"
"112127","boccaccio",,"aviriti"
"112128","boccaccios",,"aviritat"
"112129","boccale",,"kenoni"
"112130","boccalino",,"evuruzet"
"112131","boccarella",,"kenoniin"
"112132","boccaro",,"kenonan"
"112133","boccas",,"iveru"
"112134","bocce",,"evuri"
"112135","bocces",,"evurat"
"112136","boccette",,"uvorebat"
"112137","boccherini",,"kanenaat"
"112138","boccherinian",,"iverozuvot"
"112139","bocchino",,"ovaresu"
"112140","bocci",,"ovaro"
"112141","boccia",,"iverin"
"112142","boccias",,"iveria"
"112143","boccibal",,"ovarosat"
"112144","boccibob",,"avirason"
"112145","boccie",,"evurun"
"112146","boccies",,"evureu"
"112147","boccio",,"uvorat"
"112148","boccioni",,"konirean"
"112149","boccis",,"ovaron"
"112150","bocconcini",,"uvorafet"
"112151","bocconcino",,"evurofi"
"112152","bocconia",,"kinufeot"
"112153","bocconiae",,"konifai"
"112154","bocconias",,"kinufeo"
"112155","boce",,"evut"
"112156","bocedization",,"ovatiseten"
"112157","bocek",,"avito"
"112158","bocelli",,"iveteen"
"112159","boceprevir",,"evutiqet"
"112160","boch",,"kiniu"
"112161","bocha",,"kununa"
"112162","bochah",,"uvomun"
"112163","bochap",,"avimen"
"112164","bochara",,"avimiet"
"112165","bochdalek",,"kanateet"
"112166","boche",,"konov"
"112167","bochenek",,"ovamufun"
"112168","bocher",,"ovamon"
"112169","bocheru",,"evumiin"
"112170","boches",,"konoa"
"112171","bochet",,"evume"
"112172","bochica",,"kunuri"
"112173","bochim",,"keneun"
"112174","bochinsk",,"uvomufo"
"112175","bochism",,"keneru"
"112176","bochisms",,"keneruot"
"112177","bochka",,"kiniea"
"112178","bochnia",,"evumea"
"112179","bocho",,"kanaf"
"112180","bocholt",,"kinifot"
"112181","bochum",,"kanaot"
"112182","bochup",,"ivema"
"112183","bochur",,"ovami"
"112184","bocicoiu",,"ivenihon"
"112185","bock",,"evus"
"112186","bockadam",,"kenunaun"
"112187","bockb",,"konar"
"112188","bocked",,"kaniea"
"112189","bockedy",,"konava"
"112190","bockelman",,"avisozun"
"112191","bockerel",,"ivesaqen"
"112192","bockeret",,"uvoseqe"
"112193","bockety",,"konavo"
"112194","bockey",,"ovaset"
"112195","bockhampton",,"evusaroqe"
"112196","bockhart",,"kinenua"
"112197","bockhorn",,"konaneat"
"112198","bocking",,"kaniret"
"112199","bockland",,"kinevuot"
"112200","bockle",,"kunoeta"
"112201","bocklin",,"ovasae"
"112202","bocklogged",,"ovasaho"
"112203","bockman",,"kinezin"
"112204","bocks",,"evuse"
"112205","bocksbeutel",,"konaqupuun"
"112206","bockscar",,"kineqein"
"112207","bockstein",,"ovasobin"
"112208","bocksteins",,"ovasoba"
"112209","bockwurst",,"ivesodi"
"112210","bocky",,"ivesu"
"112211","bocland",,"kuninon"
"112212","boco",,"uvop"
"112213","bocoble",,"ovapei"
"112214","bocobra",,"evupau"
"112215","bococizumab",,"uvopusiken"
"112216","bocock",,"ivepot"
"112217","bocohan",,"ivepoen"
"112218","boconcini",,"uvoputen"
"112219","boconnoc",,"evupefo"
"112220","bocook",,"avipet"
"112221","bocor",,"kanoca"
"112222","bocourt",,"ivepao"
"112223","bocourts",,"ivepaqet"
"112224","bocoy",,"evupo"
"112225","bocs",,"ovac"
"112226","bocsig",,"iveco"
"112227","bocsol",,"kinue"
"112228","bocstaff",,"kenowoin"
"112229","bocuse",,"aviwa"
"112230","bocyte",,"kinaana"
"112231","bod",,"kor"
"112232","boda",,"kirou"
"112233","bodaboda",,"keraraan"
"112234","bodach",,"ivomin"
"112235","bodachs",,"ivomia"
"112236","bodacious",,"kurisoun"
"112237","bodaciously",,"uvimusoket"
"112238","bodaciousness",,"avumasiko"
"112239","bodai",,"kiror"
"112240","bodalicious",,"ovemasuven"
"112241","bodalla",,"keravat"
"112242","bodangora",,"karupeon"
"112243","bodansky",,"evamewa"
"112244","bodanzky",,"kiropiin"
"112245","bodanzkys",,"kiropia"
"112246","bodapati",,"karuheo"
"112247","bodark",,"ovemon"
"112248","bodas",,"kiroqe"
"112249","bodb",,"ovena"
"112250","bodbs",,"oveno"
"112251","bodd",,"evas"
"112252","boddagh",,"kureni"
"112253","boddam",,"avusa"
"112254","bodden",,"kiraane"
"112255","bodder",,"keriet"
"112256","boddhisattva",,"evasasitat"
"112257","boddhisattvas",,"evasasite"
"112258","boddhisatva",,"korunabae"
"112259","boddhisatvae",,"kerinubuen"
"112260","boddhisatvas",,"korunabain"
"112261","boddice",,"avusao"
"112262","boddicker",,"karorien"
"112263","boddie",,"avusaa"
"112264","boddin",,"kureet"
"112265","boddington",,"kureroa"
"112266","boddle",,"kureoa"
"112267","boddles",,"kurevet"
"112268","boddy",,"ivosu"
"112269","bode",,"keruu"
"112270","bodea",,"koran"
"112271","boded",,"avute"
"112272","bodedst",,"karitu"
"112273","bodeful",,"karila"
"112274","bodefully",,"avutodun"
"112275","bodefulness",,"evatidejan"
"112276","bodega",,"kireat"
"112277","bodegas",,"kireme"
"112278","bodegon",,"evatuot"
"112279","bodegones",,"avutihat"
"112280","bodegraven",,"ivoteqi"
"112281","bodeguero",,"ovetade"
"112282","bodegueros",,"ovetadin"
"112283","bodegun",,"ivoteo"
"112284","bodeguns",,"ivotedet"
"112285","bodehuttaa",,"evataden"
"112286","bodeinsa",,"uvitufu"
"112287","bodell",,"kireun"
"112288","bodelwyddan",,"koravunian"
"112289","bodement",,"karizaa"
"112290","bodements",,"karizaen"
"112291","boden",,"ivoti"
"112292","bodenaponeurosis",,"kerupocoot"
"112293","bodenbach",,"avutasi"
"112294","bodenbenderite",,"kirepapian"
"112295","bodenhamer",,"ovetorin"
"112296","bodenheim",,"kerupiot"
"112297","bodenheims",,"kerupio"
"112298","bodenkraft",,"karipaan"
"112299","bodenplatte",,"ovetojotot"
"112300","bodens",,"ivotin"
"112301","bodensee",,"evatewu"
"112302","bodensees",,"evatewot"
"112303","bodenstein",,"uvituwo"
"112304","bodenvag",,"kuropaan"
"112305","boder",,"evata"
"112306","boderation",,"evataron"
"112307","boderehaa",,"kireciin"
"112308","bodes",,"keruqa"
"112309","bodest",,"avuta"
"112310","bodeth",,"keruia"
"112311","bodewadmi",,"oveterun"
"112312","bodewash",,"avuturon"
"112313","bodeword",,"kerugaat"
"112314","bodewryd",,"kerugian"
"112315","bodfari",,"karino"
"112316","bodfish",,"kurorun"
"112317","bodfishs",,"kurorou"
"112318","bodge",,"koreva"
"112319","bodged",,"evalun"
"112320","bodger",,"ovelon"
"112321","bodgers",,"oveluan"
"112322","bodgery",,"uvileun"
"112323","bodges",,"korea"
"112324","bodgie",,"koreo"
"112325","bodgier",,"oveloat"
"112326","bodgies",,"koreret"
"112327","bodgiest",,"evalezo"
"112328","bodging",,"evaleen"
"112329","bodgo",,"karuf"
"112330","bodgy",,"karul"
"112331","bodh",,"ovem"
"112332","bodhachandra",,"ivometute"
"112333","bodhchandra",,"ovemoroja"
"112334","bodhgaya",,"ovemarun"
"112335","bodhi",,"ovemo"
"112336","bodhicitta",,"ovemota"
"112337","bodhidharma",,"kirirosean"
"112338","bodhidharmas",,"kiriroseun"
"112339","bodhipathaprad",,"ivomijigen"
"112340","bodhis",,"oveman"
"112341","bodhisat",,"kirirea"
"112342","bodhisattva",,"kororasiu"
"112343","bodhisattvae",,"kererusoet"
"112344","bodhisattvahood",,"kererusoin"
"112345","bodhisattvas",,"kororasiot"
"112346","bodhisattwa",,"evamewegan"
"112347","bodhisvatta",,"kororakau"
"112348","bodhr",,"kirica"
"112349","bodhran",,"evamaot"
"112350","bodhranist",,"kerecoen"
"112351","bodhrans",,"evamaro"
"112352","bodi",,"korii"
"112353","bodiam",,"keroan"
"112354","bodian",,"avunen"
"112355","bodic",,"koris"
"112356","bodice",,"keroona"
"112357","bodiced",,"avunao"
"112358","bodicemaker",,"ivonizutat"
"112359","bodicemaking",,"ovenoziti"
"112360","bodiceripper",,"kurasuwuo"
"112361","bodices",,"kerosan"
"112362","bodicing",,"avunasun"
"112363","bodie",,"kerova"
"112364","bodied",,"avuna"
"112365","bodiedism",,"ivonavi"
"112366","bodiedness",,"korivean"
"112367","bodier",,"evane"
"112368","bodieron",,"keroviu"
"112369","bodies",,"keroi"
"112370","bodiest",,"avunoet"
"112371","bodiford",,"avunohat"
"112372","bodig",,"kiruma"
"112373","bodihood",,"keronain"
"112374","bodikin",,"ivonaon"
"112375","bodikins",,"ivonasan"
"112376","bodil",,"avunia"
"112377","bodiless",,"uvinozin"
"112378","bodilessly",,"karevaan"
"112379","bodilessness",,"kerovebeon"
"112380","bodilessnesss",,"kerovebean"
"112381","bodilier",,"kareviet"
"112382","bodiliest",,"kuravou"
"112383","bodilily",,"kerovuot"
"112384","bodiliness",,"korivau"
"112385","bodilize",,"kerovuu"
"112386","bodill",,"kurai"
"112387","bodily",,"oveni"
"112388","bodiment",,"kerozeu"
"112389","bodin",,"uvinu"
"112390","bodine",,"ivonot"
"112391","bodines",,"ivonio"
"112392","boding",,"avunon"
"112393","bodingly",,"keropoot"
"112394","bodings",,"avunaan"
"112395","bodino",,"evanin"
"112396","bodio",,"kuraf"
"112397","bodish",,"ovenan"
"112398","bodism",,"kareot"
"112399","bodken",,"oveson"
"112400","bodkin",,"ivoso"
"112401","bodkine",,"ovesoat"
"112402","bodkined",,"koraraon"
"112403","bodkins",,"ivosiet"
"112404","bodkinwise",,"avusafin"
"112405","bodle",,"uvite"
"112406","bodleian",,"kiroveot"
"112407","bodles",,"uvitan"
"112408","bodley",,"evatun"
"112409","bodleys",,"evatiu"
"112410","bodman",,"ivovot"
"112411","bodmas",,"kerei"
"112412","bodmer",,"uvivan"
"112413","bodmin",,"ovevan"
"112414","bodmins",,"ovevoun"
"112415","bodnar",,"keroia"
"112416","bodnaryk",,"korinuon"
"112417","bodner",,"kuraen"
"112418","bodo",,"kuret"
"112419","bodock",,"kiraun"
"112420","bodoh",,"uvipi"
"112421","bodok",,"kirata"
"112422","bodoland",,"avupiri"
"112423","bodoni",,"evapin"
"112424","bodonid",,"keripun"
"112425","bodonis",,"evapea"
"112426","bodor",,"uvipia"
"112427","bodorgan",,"kurecaun"
"112428","bodos",,"kureqi"
"112429","bodotriid",,"ivopuqan"
"112430","bodow",,"koruga"
"112431","bodrag",,"uvijat"
"112432","bodrage",,"ivojea"
"112433","bodrags",,"uvijoe"
"112434","bodri",,"ovejo"
"112435","bodrogi",,"avujean"
"112436","bodrum",,"uvijata"
"112437","bods",,"korio"
"112438","bodstick",,"avucesan"
"112439","bodsworth",,"ovecehin"
"112440","bodubandos",,"evawaren"
"112441","bodubis",,"evawain"
"112442","bodubondeyyaa",,"avuwuhopu"
"112443","bodufaahuraa",,"evawiretat"
"112444","bodufarufinolhu",,"koraliwuu"
"112445","bodufenmaaenboodhoo",,"kuroluhien"
"112446","bodufenrahaa",,"kirelihoan"
"112447","bodufinolhu",,"kariliheot"
"112448","bodufolhudhoo",,"evawiheto"
"112449","bodufushi",,"koraloe"
"112450","boduhaiykodi",,"karinetein"
"112451","boduhajaraa",,"avuwuritu"
"112452","boduhithi",,"evawasan"
"112453","boduhuraa",,"kirenia"
"112454","boduhuttaa",,"evawadet"
"112455","bodukaashihuraa",,"uviwerudot"
"112456","bodukanduhuraa",,"kurotahaon"
"112457","bodulhaimendhoo",,"uviworuvo"
"112458","bodum",,"kuroz"
"112459","bodumaabulhali",,"kurozasian"
"112460","bodumahigulhi",,"uviwirava"
"112461","bodumohoraa",,"keruzasoet"
"112462","bodumungnafushi",,"keruzehuen"
"112463","bodurehaa",,"kireciot"
"112464","bodwell",,"kerevat"
"112465","bodword",,"korofo"
"112466","body",,"kurena"
"112467","bodyache",,"uvikotun"
"112468","bodyattack",,"kureniun"
"112469","bodybag",,"evakau"
"112470","bodybeat",,"kureruet"
"112471","bodybeats",,"kurerui"
"112472","bodybending",,"kureruhaot"
"112473","bodyblock",,"kureraun"
"112474","bodyblocked",,"ovekezazin"
"112475","bodyblocking",,"ovekezazi"
"112476","bodyblocks",,"kurerau"
"112477","bodyblow",,"kiraruin"
"112478","bodyboard",,"ovekehat"
"112479","bodyboarded",,"kerirasau"
"112480","bodyboarder",,"koruresean"
"112481","bodyboarding",,"kerirasaon"
"112482","bodyboardings",,"kerirasaan"
"112483","bodyboards",,"ovekehe"
"112484","bodybuil",,"koruroon"
"112485","bodybuild",,"evakado"
"112486","bodybuilder",,"keriretua"
"112487","bodybuilders",,"keriretuen"
"112488","bodybuilding",,"karoratiin"
"112489","bodybuildings",,"karoratia"
"112490","bodybuilds",,"evakadet"
"112491","bodybuilt",,"evakaden"
"112492","bodycam",,"kirasun"
"112493","bodycare",,"uvikurat"
"112494","bodychec",,"ivokira"
"112495","bodycheck",,"ovekorun"
"112496","bodychecked",,"kerisipein"
"112497","bodychecking",,"kerisipei"
"112498","bodychecks",,"ovekoru"
"112499","bodycolor",,"korusean"
"112500","bodycolour",,"kerisaa"
"112501","bodycon",,"ivokia"
"112502","bodycote",,"uvikuhun"
"112503","bodycount",,"korusei"
"112504","bodye",,"kirava"
"112505","bodyfat",,"kerilat"
"112506","bodyflight",,"karoleu"
"112507","bodyfont",,"uvikehot"
"112508","bodyform",,"kerilain"
"112509","bodyfossil",,"kerilaet"
"112510","bodyful",,"kiralin"
"112511","bodyfulness",,"uvikedujon"
"112512","bodyfur",,"karola"
"112513","bodygasm",,"kuremaat"
"112514","bodyguar",,"avukidi"
"112515","bodyguard",,"karomaen"
"112516","bodyguarded",,"ivokedibi"
"112517","bodyguarding",,"ivokedibot"
"112518","bodyguards",,"karomaon"
"112519","bodyhacker",,"kurenae"
"112520","bodyhacking",,"kiranuvaat"
"112521","bodyhood",,"kiranoot"
"112522","bodying",,"ovekoun"
"112523","bodyings",,"ovekofu"
"112524","bodyism",,"koruret"
"112525","bodyist",,"ivokio"
"112526","bodyjack",,"ivokuren"
"112527","bodyjacked",,"korusii"
"112528","bodyjacking",,"korusivuot"
"112529","bodyjacks",,"ivokuron"
"112530","bodykin",,"avukoi"
"112531","bodykins",,"avukosat"
"112532","bodykit",,"ovekuat"
"112533","bodylength",,"karovaat"
"112534","bodyless",,"evakuzot"
"112535","bodylessness",,"kiravibii"
"112536","bodylike",,"avukisan"
"112537","bodyline",,"kurevoat"
"112538","bodyliner",,"uvikosa"
"112539","bodylines",,"kurevoe"
"112540","bodylock",,"ivokehet"
"112541","bodymaker",,"evakaro"
"112542","bodymaking",,"avukurot"
"112543","bodyman",,"avukuet"
"112544","bodymapping",,"uvikiriqan"
"112545","bodymass",,"kirazuin"
"112546","bodymaster",,"koruzian"
"112547","bodymedia",,"evakaza"
"112548","bodymind",,"kurezoat"
"112549","bodymore",,"ivokohen"
"112550","bodynet",,"karopin"
"112551","bodypack",,"avukoron"
"112552","bodypaint",,"ivokari"
"112553","bodypainted",,"koruhitoun"
"112554","bodypainting",,"koruhitoen"
"112555","bodypaints",,"ivokarat"
"112556","bodypart",,"evakirot"
"112557","bodypillow",,"ovekuso"
"112558","bodyplan",,"ovekuzun"
"112559","bodyplate",,"ivokazet"
"112560","bodypopper",,"karohui"
"112561","bodyrow",,"uvikiun"
"112562","bodys",,"kureqo"
"112563","bodyscape",,"avukaton"
"112564","bodyshame",,"ovekore"
"112565","bodyshamed",,"koruquan"
"112566","bodyshamer",,"kiraqaen"
"112567","bodyshames",,"ovekorin"
"112568","bodyshaming",,"koruqusea"
"112569","bodyshape",,"keriqiu"
"112570","bodyshaper",,"evakeret"
