"Marsji Language — Canonical Lexical Lock",,,
"Version: 1.0",,,
"Locked: 16 May 2026 — 20:26 UTC",,,
"Total Entries: 1087070",,,
"Author: Gino Rouzee",,,
,,,
"ID","EN",,"MJ"
"253880","digiovanni",,"mekifia"
"253881","digipack",,"mekihiat"
"253882","digipaint",,"mukeheun"
"253883","digipak",,"mekihan"
"253884","digipeater",,"makoheo"
"253885","digipronin",,"elanequn"
"253886","digiproside",,"mokuhajiun"
"253887","digipurpurin",,"mukehawoen"
"253888","digirati",,"ilonaron"
"253889","digirth",,"makocot"
"253890","digiscope",,"mokuqeet"
"253891","digiscoped",,"ulinota"
"253892","digiscopes",,"mokuqei"
"253893","digiscoping",,"ulinotaqat"
"253894","digisexual",,"olenazin"
"253895","digisexuality",,"mekiqomuet"
"253896","digislate",,"alunizat"
"253897","digispeak",,"makoqeo"
"253898","digisphere",,"makoqeet"
"253899","digistitcher",,"elanubege"
"253900","digistroside",,"makoqawoat"
"253901","digit",,"mukewe"
"253902","digitaddition",,"mikawazaat"
"253903","digital",,"elanaot"
"253904","digitalcurriculum",,"mikawapuen"
"253905","digitalein",,"makowoon"
"253906","digitalgia",,"ilonore"
"253907","digitalglobe",,"olenerason"
"253908","digitali",,"elanaren"
"253909","digitalia",,"olenerin"
"253910","digitalic",,"elanareta"
"253911","digitaliform",,"ilonoreven"
"253912","digitalin",,"mekiwiin"
"253913","digitaline",,"makowoona"
"253914","digitalins",,"mekiwia"
"253915","digitalis",,"elanaron"
"253916","digitalisatia",,"makowopeu"
"253917","digitalisation",,"elanaruven"
"253918","digitalisations",,"elanaruvon"
"253919","digitalise",,"alunuru"
"253920","digitalised",,"mokuwupiat"
"253921","digitalises",,"alunurivot"
"253922","digitalising",,"mokuwupio"
"253923","digitalism",,"uliniron"
"253924","digitalisms",,"ulinirovan"
"253925","digitaliss",,"elanaran"
"253926","digitality",,"makowoone"
"253927","digitalization",,"makowopea"
"253928","digitalizations",,"makowopeen"
"253929","digitalize",,"mukeweun"
"253930","digitalized",,"elanaruvi"
"253931","digitalizes",,"mukewepau"
"253932","digitalizing",,"elanaruvot"
"253933","digitall",,"mokuwuet"
"253934","digitally",,"mukeweat"
"253935","digitalness",,"makowopei"
"253936","digitalocean",,"mikawapaet"
"253937","digitaloid",,"makowooni"
"253938","digitalonin",,"ilonorecot"
"253939","digitalopyranoside",,"elanarucat"
"253940","digitals",,"elanaro"
"253941","digitaria",,"ulinira"
"253942","digitariae",,"ilonoran"
"253943","digitarias",,"uliniren"
"253944","digitary",,"alunuri"
"253945","digitata",,"ilonoren"
"253946","digitate",,"elanarot"
"253947","digitated",,"mikawae"
"253948","digitately",,"mukeweata"
"253949","digitates",,"elanaroa"
"253950","digitating",,"mikawaet"
"253951","digitatio",,"uliniro"
"253952","digitation",,"mukeweu"
"253953","digitations",,"mukewedaot"
"253954","digitato",,"ulinirin"
"253955","digitectophile",,"mukewaveon"
"253956","digitectophilist",,"olenezogo"
"253957","digited",,"alunuena"
"253958","digiter",,"elanain"
"253959","digiterati",,"mukewaun"
"253960","digitextual",,"elanazegi"
"253961","digitextuality",,"makowemou"
"253962","digithapsin",,"oleneraqon"
"253963","digiti",,"mukeen"
"253964","digitiform",,"mekiwaen"
"253965","digitiformly",,"ulinisecu"
"253966","digitigrada",,"mokuweroun"
"253967","digitigradas",,"mokuwerou"
"253968","digitigrade",,"makowurai"
"253969","digitigrades",,"makowuraat"
"253970","digitigradism",,"mukewiruon"
"253971","digitigrady",,"mikaworiet"
"253972","digitilization",,"mukewipaat"
"253973","digitilize",,"mikawoen"
"253974","digitilized",,"alunusivot"
"253975","digitilizes",,"mikawopuon"
"253976","digitilizing",,"alunusivan"
"253977","digitin",,"uliniin"
"253978","digitinervate",,"mukewihoa"
"253979","digitinerved",,"mikawoheet"
"253980","digiting",,"alunuse"
"253981","digitipartite",,"makowucuu"
"253982","digitipinnate",,"makowucein"
"253983","digitisation",,"mukewibien"
"253984","digitisations",,"mukewibion"
"253985","digitise",,"mikawou"
"253986","digitised",,"alunusat"
"253987","digitiser",,"elanaset"
"253988","digitisers",,"elanasi"
"253989","digitises",,"mikawoot"
"253990","digitising",,"alunuso"
"253991","digitizability",,"mokuwereen"
"253992","digitizable",,"olenesuta"
"253993","digitization",,"ilonosata"
"253994","digitizations",,"ilonosaten"
"253995","digitize",,"olenesun"
"253996","digitized",,"mukewii"
"253997","digitizer",,"makowuo"
"253998","digitizers",,"makowuet"
"253999","digitizes",,"olenesua"
"254000","digitizing",,"mukewiot"
"254001","digitless",,"ulinizaa"
"254002","digitlike",,"ilonozat"
"254003","digito",,"mekiona"
"254004","digitofibular",,"mokuwonio"
"254005","digitoflavone",,"mukewuniet"
"254006","digitoflavonoid",,"ulinihefen"
"254007","digitogenin",,"mekiweruet"
"254008","digitolutein",,"olenehaki"
"254009","digitometatarsal",,"mukewufoan"
"254010","digitonide",,"mokuwoan"
"254011","digitonin",,"mekiweot"
"254012","digitonine",,"makowai"
"254013","digitonins",,"mekiweo"
"254014","digitoplantar",,"ilonohafo"
"254015","digitopurpone",,"mokuwocaa"
"254016","digitoradial",,"ulinihitan"
"254017","digitorium",,"elanahat"
"254018","digitoriums",,"elanahave"
"254019","digitorum",,"elanahon"
"254020","digitotibial",,"ilonohuva"
"254021","digitoxicity",,"makowameun"
"254022","digitoxigenin",,"elanahevo"
"254023","digitoxigenins",,"elanahevet"
"254024","digitoxin",,"mekiwein"
"254025","digitoxins",,"mekiwea"
"254026","digitoxose",,"olenehot"
"254027","digitoxoside",,"mukewumeot"
"254028","digitron",,"mukewoan"
"254029","digitrons",,"mukewoun"
"254030","digits",,"mukeoa"
"254031","digitule",,"ilonodet"
"254032","digitules",,"ilonodi"
"254033","digitus",,"mikawun"
"254034","digiuseppe",,"olenowin"
"254035","digizine",,"alunasan"
"254036","digizines",,"alunasun"
"254037","digladiate",,"mikiniin"
"254038","digladiated",,"alutevatun"
"254039","digladiates",,"mikinitoa"
"254040","digladiating",,"alutevaten"
"254041","digladiation",,"elatovete"
"254042","digladiations",,"elatovetin"
"254043","digladiator",,"ulitavutet"
"254044","digladiators",,"ulitavuti"
"254045","diglis",,"mikiata"
"254046","diglossal",,"oletewin"
"254047","diglossally",,"makafubuan"
"254048","diglossia",,"mekefau"
"254049","diglossias",,"mekefaot"
"254050","diglossic",,"makafuen"
"254051","diglossically",,"makafubeu"
"254052","diglossus",,"mukufiat"
"254053","diglot",,"oletie"
"254054","diglots",,"oleteat"
"254055","diglottic",,"mukufuat"
"254056","diglottism",,"mokofoun"
"254057","diglottist",,"elataban"
"254058","digluconate",,"mekebajoin"
"254059","diglucosamine",,"oletotidi"
"254060","diglucoside",,"alutatedu"
"254061","diglucuronide",,"oletotubon"
"254062","digluon",,"ulituu"
"254063","diglutamate",,"makabasaet"
"254064","diglutathione",,"mekebesii"
"254065","diglycerid",,"mukulian"
"254066","diglyceride",,"mikilopiot"
"254067","diglycerides",,"mikilopio"
"254068","diglycerol",,"makaluen"
"254069","diglyceryl",,"makaluo"
"254070","diglycine",,"ulititot"
"254071","diglycoform",,"mukulijoot"
"254072","diglycolamine",,"mekelajaon"
"254073","diglycolic",,"ilototat"
"254074","diglycoside",,"ilototudat"
"254075","diglycosidic",,"ulititadi"
"254076","diglycosyl",,"alutute"
"254077","diglycosylated",,"ulititadan"
"254078","diglycosylation",,"alututedat"
"254079","diglyme",,"mokolot"
"254080","diglyph",,"mokolo"
"254081","diglyphic",,"mokolii"
"254082","diglyphs",,"mokoliet"
"254083","digmata",,"mukano"
"254084","digmeat",,"mokivin"
"254085","dignams",,"mekini"
"254086","dignathic",,"mikaniot"
"254087","dignathus",,"mokunoon"
"254088","dignation",,"mokunoi"
"254089","dignazio",,"ulizanin"
"254090","digne",,"mekiv"
"254091","dignifiable",,"aluzimata"
"254092","dignification",,"elazumezo"
"254093","dignifications",,"elazumezet"
"254094","dignifie",,"aluzimun"
"254095","dignified",,"mokurii"
"254096","dignifiedly",,"aluzimafa"
"254097","dignifiedness",,"elazumefin"
"254098","dignifiednesses",,"aluzimafan"
"254099","dignifiednesss",,"elazumefa"
"254100","dignifies",,"aluzimu"
"254101","dignify",,"ilozeet"
"254102","dignifye",,"olezame"
"254103","dignifying",,"mukeraa"
"254104","dignitar",,"mikariu"
"254105","dignitarial",,"aluzibiba"
"254106","dignitarian",,"ulizobobi"
"254107","dignitaries",,"mokurosoun"
"254108","dignitary",,"makorao"
"254109","dignitarys",,"makoraet"
"254110","dignitas",,"aluziban"
"254111","dignitate",,"mekireun"
"254112","dignitatem",,"mukeruun"
"254113","dignitatum",,"mukerue"
"254114","dignitie",,"ilozebon"
"254115","dignities",,"ilozeban"
"254116","dignitude",,"mukerui"
"254117","dignity",,"elazuot"
"254118","dignosce",,"mikafoun"
"254119","dignosle",,"uliziwin"
"254120","dignotion",,"mikafio"
"254121","dignus",,"mekiet"
"254122","digo",,"ulipa"
"254123","digold",,"olepon"
"254124","digon",,"mukopa"
"254125","digonal",,"elapuot"
"254126","digoneutic",,"ulipozo"
"254127","digoneutism",,"olepazugen"
"254128","digoneutisms",,"olepazugon"
"254129","digonoporous",,"mekupecion"
"254130","digonous",,"makipaa"
"254131","digor",,"mokaca"
"254132","digorian",,"ilopasona"
"254133","digoride",,"ilopasen"
"254134","digors",,"mokain"
"254135","digos",,"ulipo"
"254136","digoxigenated",,"ilopesefin"
"254137","digoxigenin",,"mukokiroa"
"254138","digoxigenized",,"uliposofat"
"254139","digoxin",,"ulipou"
"254140","digoxins",,"uliposot"
"254141","digoxoside",,"olepahin"
"254142","digoxygenin",,"mekukeruo"
"254143","digram",,"mukaa"
"254144","digrams",,"mukanen"
"254145","digraph",,"mikunun"
"254146","digraphia",,"mukanaat"
"254147","digraphic",,"mikunuot"
"254148","digraphically",,"mikunusuat"
"254149","digraphoid",,"olejija"
"254150","digraphon",,"alujeje"
"254151","digraphs",,"mikunuu"
"254152","digraphy",,"makeneot"
"254153","digrazia",,"elajonot"
"254154","digredience",,"mukavutoan"
"254155","digrediency",,"mokivotaon"
"254156","digredient",,"olejovu"
"254157","digress",,"mukavoa"
"254158","digresse",,"mikuvoat"
"254159","digressed",,"alujawon"
"254160","digresser",,"elajewa"
"254161","digressers",,"elajewen"
"254162","digresses",,"mikuvoe"
"254163","digressest",,"alujawat"
"254164","digresseth",,"mikuvoot"
"254165","digressi",,"mukavion"
"254166","digressing",,"alujawin"
"254167","digressingly",,"mikuvobuan"
"254168","digressio",,"mekovae"
"254169","digression",,"elajewi"
"254170","digressional",,"mikuvobui"
"254171","digressionary",,"mokivebiin"
"254172","digressions",,"elajewevat"
"254173","digressive",,"ulijuwa"
"254174","digressively",,"mokivebiun"
"254175","digressiveness",,"mikuvobuana"
"254176","digressivenesses",,"mokivebio"
"254177","digressory",,"elajewet"
"254178","digressus",,"mikuvou"
"254179","digriz",,"ulijat"
"254180","digs",,"oleco"
"254181","digswell",,"elaciza"
"254182","diguan",,"mokeua"
"254183","diguanide",,"ilowufet"
"254184","diguanidinobutanase",,"elawofepat"
"254185","diguanosine",,"ilowufude"
"254186","diguanylate",,"mokenenei"
"254187","digue",,"aluwa"
"254188","diguetid",,"uliwube"
"254189","diguill",,"iloweet"
"254190","digynia",,"makipu"
"254191","digynian",,"alukisan"
"254192","digynias",,"makipuot"
"254193","digynous",,"makipaot"
"254194","digyny",,"mekuen"
"254195","dihadron",,"olomeqat"
"254196","dihadronic",,"olomeqina"
"254197","dihafnium",,"melelain"
"254198","dihalid",,"milivat"
"254199","dihalide",,"molovea"
"254200","dihalo",,"ilimota"
"254201","dihaloalkane",,"ulumahofi"
"254202","dihalocyclopropyl",,"muluvuvee"
"254203","dihaloelimination",,"elemohife"
"254204","dihalogen",,"miliviota"
"254205","dihalogenated",,"molovorae"
"254206","dihaloketone",,"ulumahefi"
"254207","dihalomethane",,"malavafiun"
"254208","dihalomethyl",,"milivifei"
"254209","dihaploid",,"ulumuza"
"254210","dihaplotype",,"muluhejee"
"254211","diharnan",,"ulumefu"
"254212","dihdroxycholecalciferol",,"ulusehura"
"254213","dihectagon",,"mulisuat"
"254214","dihedra",,"mulitot"
"254215","dihedral",,"alatuqet"
"254216","dihedrals",,"alatuqi"
"254217","dihedron",,"alatuqon"
"254218","dihedrons",,"alatuqan"
"254219","dihelios",,"eletoso"
"254220","dihelium",,"eletosoa"
"254221","dihely",,"eletun"
"254222","diheme",,"maluana"
"254223","diheptad",,"olotobi"
"254224","diheptanoate",,"mulihusae"
"254225","diheptyl",,"olotobat"
"254226","diheterabenzene",,"molewiweun"
"254227","diheteroglycan",,"muliwaweo"
"254228","diheteromer",,"ulutizico"
"254229","diheteromeric",,"ulutizici"
"254230","diheterozygote",,"muliwawea"
"254231","diheterozygous",,"olotezeci"
"254232","dihex",,"ilite"
"254233","dihexa",,"uluton"
"254234","dihexagonal",,"ulutorocet"
"254235","dihexahedral",,"iliterofat"
"254236","dihexahedron",,"iliterofun"
"254237","dihexose",,"ulutohun"
"254238","dihexoside",,"melakeun"
"254239","dihexosyl",,"milokiu"
"254240","dihexosylceramide",,"malukaboot"
"254241","dihexyl",,"melaket"
"254242","dihexylphosphonate",,"melakepuo"
"254243","dihexyverine",,"molekokaan"
"254244","dihh",,"oloma"
"254245","dihole",,"elepee"
"254246","diholmium",,"olopipa"
"254247","dihomolinoleate",,"meluzepoe"
"254248","dihomolinoleic",,"ulupehova"
"254249","dihomomethionine",,"mulozufoin"
"254250","dihomozygous",,"ulupeherat"
"254251","dihu",,"miloi"
"254252","dihua",,"mulin"
"254253","dihybrid",,"ulukeqe"
"254254","dihybridism",,"olokuqopo"
"254255","dihybridisms",,"olokuqopet"
"254256","dihybrids",,"ulukeqin"
"254257","dihydralazine",,"olokeqafen"
"254258","dihydratase",,"ulukiqogot"
"254259","dihydrate",,"ilikoqo"
"254260","dihydrated",,"malitiin"
"254261","dihydrates",,"ilikoqet"
"254262","dihydrazide",,"molatasaet"
"254263","dihydrazone",,"molatasaon"
"254264","dihydrexidine",,"elekaqinat"
"254265","dihydric",,"melutui"
"254266","dihydride",,"olokeqat"
"254267","dihydridooxidonitrogen",,"ilikoqipan"
"254268","dihydrite",,"olokequn"
"254269","dihydro",,"miletan"
"254270","dihydroactinidiolide",,"olokeqiti"
"254271","dihydroajaconine",,"ilikoquton"
"254272","dihydroalprenolol",,"molatajeat"
"254273","dihydroanthracene",,"elekaqoto"
"254274","dihydroanthraquinone",,"mulotojien"
"254275","dihydroartemisinic",,"elekaqotat"
"254276","dihydroartemisinin",,"melutujaen"
"254277","dihydroauroglaucin",,"alakuqetot"
"254278","dihydroazepine",,"alakuqeto"
"254279","dihydroazepino",,"ilikoquta"
"254280","dihydroazole",,"malitijuon"
"254281","dihydroazolo",,"miletejoet"
"254282","dihydrobenzene",,"molatajoun"
"254283","dihydrobenzo",,"elekaqovi"
"254284","dihydrobenzophenanthridine",,"molatajou"
"254285","dihydrobiopterin",,"elekaqovet"
"254286","dihydrobromide",,"alakuqeven"
"254287","dihydrocalcein",,"mulotojaa"
"254288","dihydrocapsaicin",,"mulotojai"
"254289","dihydrocarbazole",,"molatajiot"
"254290","dihydrocarveol",,"alakuqezo"
"254291","dihydrocarvone",,"ulukiqazan"
"254292","dihydroceramidase",,"melutujoan"
"254293","dihydroceramide",,"malitijeun"
"254294","dihydrochalcone",,"ulukiqaze"
"254295","dihydrochloride",,"miletejue"
"254296","dihydrochrysene",,"ulukiqazun"
"254297","dihydrocinchonine",,"molatajiat"
"254298","dihydrocodeine",,"malitijeat"
"254299","dihydrocodeineone",,"elekaqozo"
"254300","dihydrocodeinone",,"olokeqizun"
"254301","dihydroconiferin",,"melutujoin"
"254302","dihydrocortisone",,"elekaqozen"
"254303","dihydrocoumarin",,"melutujoat"
"254304","dihydrocupreine",,"olokeqizan"
"254305","dihydrocuprin",,"ulukiqazat"
"254306","dihydrocuscohygrine",,"olokeqizet"
"254307","dihydrocytosine",,"miletejuun"
"254308","dihydrodaidzein",,"melutujion"
"254309","dihydrodehydrocostuslactone",,"mulotojeu"
"254310","dihydrodesoxymorphine",,"molatajua"
"254311","dihydrodiethylstilbestrol",,"malitijoan"
"254312","dihydrodiol",,"miletejaen"
"254313","dihydrodipicolinate",,"ulukiqapan"
"254314","dihydroepiandrosterone",,"ulukiqafe"
"254315","dihydroergocalciferol",,"ulukiqafu"
"254316","dihydroergocornine",,"molatajaun"
"254317","dihydroergocristine",,"molatajau"
"254318","dihydroergocryptine",,"ilikoqufu"
"254319","dihydroergoline",,"ilikoqufon"
"254320","dihydroergosine",,"molatajaen"
"254321","dihydroergotamine",,"ilikoqufat"
"254322","dihydroergotamines",,"ilikoqufe"
"254323","dihydroethidium",,"elekaqofo"
"254324","dihydroetorphine",,"alakuqefun"
"254325","dihydroeugenol",,"mulotojoen"
"254326","dihydroflavonol",,"alakuqerun"
"254327","dihydrofolate",,"olokeqiron"
"254328","dihydrofumariline",,"miletejeet"
"254329","dihydrofuran",,"alakuqera"
"254330","dihydrofurano",,"olokeqiri"
"254331","dihydrofuranyl",,"miletejeun"
"254332","dihydrofusarubin",,"molatajaon"
"254333","dihydrogen",,"ilikoqan"
"254334","dihydrogenated",,"olokeqiset"
"254335","dihydrogenmonoxide",,"melutujaa"
"254336","dihydroheterocodeine",,"ilikoqute"
"254337","dihydrohydroxyfuran",,"ulukiqati"
"254338","dihydroimidazole",,"alakuqevat"
"254339","dihydroindolone",,"mulotojaia"
"254340","dihydroisocoumarin",,"miletejuon"
"254341","dihydroisoxazole",,"olokeqive"
"254342","dihydrokaempferol",,"miletejeo"
"254343","dihydrokainate",,"malitijie"
"254344","dihydrokainic",,"ilikoqupa"
"254345","dihydrol",,"ulukiqu"
"254346","dihydrolase",,"ulukiqafo"
"254347","dihydrolipoamide",,"alakuqefuna"
"254348","dihydrolipoic",,"malitijuu"
"254349","dihydrolipoyl",,"ilikoqufo"
"254350","dihydrolone",,"malitijuona"
"254351","dihydromaltophilin",,"malitijau"
"254352","dihydrometabolite",,"malitijao"
"254353","dihydromethysticin",,"mulotojuin"
"254354","dihydromorin",,"melutujeet"
"254355","dihydromorphine",,"molatajoon"
"254356","dihydromorphinone",,"ulukiqahi"
"254357","dihydromorphinones",,"ulukiqahat"
"254358","dihydromyricetin",,"olokeqihu"
"254359","dihydronaphthalene",,"elekaqojan"
"254360","dihydroneopterin",,"olokeqiju"
"254361","dihydronicotine",,"elekaqojo"
"254362","dihydroorotase",,"molatajuin"
"254363","dihydroorotate",,"ulukiqacat"
"254364","dihydrooxazine",,"ulukiqacata"
"254365","dihydrophenanthrene",,"melutujuo"
"254366","dihydrophenanthridine",,"ulukiqaqin"
"254367","dihydroprogesterone",,"olokeqiqen"
"254368","dihydropteridine",,"olokeqiqe"
"254369","dihydropteroate",,"malitijiea"
"254370","dihydropyran",,"ilikoquqe"
"254371","dihydropyrazole",,"mulotojoena"
"254372","dihydropyrazolo",,"molatajao"
"254373","dihydropyridine",,"miletejee"
"254374","dihydropyridines",,"miletejein"
"254375","dihydropyrimidinase",,"molatajaua"
"254376","dihydropyrimidine",,"melutujuot"
"254377","dihydropyrone",,"ilikoquqin"
"254378","dihydropyrrole",,"molatajaot"
"254379","dihydroqinghaosu",,"malitijuone"
"254380","dihydroquercetin",,"elekaqowa"
"254381","dihydroquinacridone",,"malitijuan"
"254382","dihydroquinoline",,"alakuqewu"
"254383","dihydroquinone",,"mulotojiet"
"254384","dihydroretinol",,"malitijain"
"254385","dihydrorhodamine",,"melutujee"
"254386","dihydrosanguinarine",,"molatajiin"
"254387","dihydrosepiapterin",,"alakuqedin"
"254388","dihydrosphingolipid",,"malitijea"
"254389","dihydrosphingomyelin",,"ilikoqudi"
"254390","dihydrosphingosine",,"molatajiota"
"254391","dihydrosphingosines",,"molatajio"
"254392","dihydrostilbene",,"molatajia"
"254393","dihydrostilbenoid",,"olokeqidot"
"254394","dihydrostreptomycin",,"alakuqeda"
"254395","dihydrostreptomycins",,"alakuqeden"
"254396","dihydrostreptose",,"mulotojaon"
"254397","dihydrosyringin",,"ulukiqado"
"254398","dihydrotachysterol",,"ilikoqugat"
"254399","dihydrotachysterols",,"ilikoquge"
"254400","dihydrotanshinone",,"alakuqegin"
"254401","dihydrotestosterone",,"ilikoqugun"
"254402","dihydrotheelin",,"molatajuaa"
"254403","dihydrothiazepine",,"alakuqege"
"254404","dihydrothiophene",,"alakuqegea"
"254405","dihydrouracil",,"molatajaue"
"254406","dihydrouridine",,"elekaqokin"
"254407","dihydroxide",,"mulotojaat"
"254408","dihydroxo",,"alakuqan"
"254409","dihydroxy",,"alakuqi"
"254410","dihydroxyacetone",,"ilikoquna"
"254411","dihydroxyacetones",,"ilikoqunen"
"254412","dihydroxyacetophenone",,"melutujoen"
"254413","dihydroxyacid",,"miletejuen"
"254414","dihydroxyacridine",,"malitijeaa"
"254415","dihydroxyadenine",,"melutujoi"
"254416","dihydroxyaluminium",,"elekaqonun"
"254417","dihydroxyaluminum",,"elekaqoni"
"254418","dihydroxyanthraquinone",,"elekaqono"
"254419","dihydroxyanthrone",,"malitijeen"
"254420","dihydroxybenzene",,"ulukiqanat"
"254421","dihydroxybenzoate",,"alakuqenon"
"254422","dihydroxybenzoic",,"miletejuuna"
"254423","dihydroxybenzyl",,"ulukiqanata"
"254424","dihydroxybenzylamine",,"molatajiun"
"254425","dihydroxybergamottin",,"melutujoet"
"254426","dihydroxybutane",,"mulotojaaa"
"254427","dihydroxycalciferol",,"elekaqonat"
"254428","dihydroxychalcone",,"melutujoun"
"254429","dihydroxychlorpromazine",,"malitijeena"
"254430","dihydroxycholecalciferol",,"elekaqonon"
"254431","dihydroxyeicosatrienoic",,"miletejuu"
"254432","dihydroxyethyl",,"molatajiina"
"254433","dihydroxyflavone",,"ilikoqunon"
"254434","dihydroxyhomotyrosine",,"ilikoqunet"
"254435","dihydroxyindole",,"mulotojaet"
"254436","dihydroxyketone",,"elekaqonin"
"254437","dihydroxyl",,"melutue"
"254438","dihydroxylate",,"ilikoqune"
"254439","dihydroxylated",,"malitijean"
"254440","dihydroxylates",,"ilikoqunin"
"254441","dihydroxylating",,"malitijeae"
"254442","dihydroxylation",,"melutujoata"
"254443","dihydroxynaphthalene",,"miletejui"
"254444","dihydroxynaphthoquinone",,"melutujoot"
"254445","dihydroxyoctadecanoate",,"elekaqonan"
"254446","dihydroxyoctadecanoic",,"mulotojau"
"254447","dihydroxyphenyl",,"ulukiqanu"
"254448","dihydroxyphenylalanine",,"melutujoate"
"254449","dihydroxyphenylglycine",,"olokeqine"
"254450","dihydroxyphenylisatin",,"olokeqinun"
"254451","dihydroxypteridine",,"mulotojaun"
"254452","dihydroxysuccinic",,"mulotojaan"
"254453","dihydroxytoluene",,"molatajioa"
"254454","dihydroxytryptamine",,"melutujoa"
"254455","dihydroxyvitamin",,"molatajion"
"254456","dihydrozeatin",,"ulukiqasi"
"254457","dihysteria",,"meluqee"
"254458","diiamb",,"mimion"
"254459","diiambic",,"mimizeun"
"254460","diiambus",,"momozaa"
"254461","diicot",,"mamoat"
"254462","diimidate",,"iluvevet"
"254463","diimidazole",,"mimuriseo"
"254464","diimide",,"mamere"
"254465","diimine",,"mimurun"
"254466","diindenoperylene",,"memitohian"
"254467","diindium",,"alezusan"
"254468","diindole",,"mamotain"
"254469","diindolic",,"memitee"
"254470","diindolone",,"olizehot"
"254471","diindolylmethane",,"memitepie"
"254472","diiodate",,"oliperi"
"254473","diiodid",,"olipei"
"254474","diiodide",,"elopasin"
"254475","diiodinate",,"momateon"
"254476","diiodinated",,"ulapisuto"
"254477","diiodinates",,"momatehean"
"254478","diiodinating",,"ulapisutun"
"254479","diiodination",,"alepusaten"
"254480","diiodine",,"ulapisu"
"254481","diiodo",,"momau"
"254482","diiodoacetylene",,"alepuhizo"
"254483","diiodoarene",,"mumotusuat"
"254484","diiodoethane",,"elopahigan"
"254485","diiodoform",,"mumotuu"
"254486","diiodohydroquinone",,"alepuhura"
"254487","diiodohydroxyquin",,"elopahari"
"254488","diiodohydroxyquinoline",,"ilupohoran"
"254489","diiodomethane",,"ulapihifan"
"254490","diiodoquin",,"olipeha"
"254491","diiodosalicylate",,"ulapihutin"
"254492","diiodosalicylic",,"momatobeen"
"254493","diiodothyronine",,"ilupohuti"
"254494","diiodotyrosine",,"alepuheron"
"254495","diion",,"mimepa"
"254496","diipenates",,"memavaun"
"254497","diipolia",,"ulafizot"
"254498","diipolias",,"ulafizo"
"254499","diiridium",,"ilujevan"
"254500","diiron",,"elojua"
"254501","diisatogen",,"elocobon"
"254502","diiscretionary",,"iluceqaga"
"254503","diisobutyl",,"mamofien"
"254504","diisobutylaluminum",,"memifugien"
"254505","diisocyanate",,"ilucotutat"
"254506","diisocyanato",,"elocatotan"
"254507","diisocyante",,"olicetitin"
"254508","diisodecyl",,"oliceve"
"254509","diisononyl",,"mimafoen"
"254510","diisononylphthalate",,"mumefijaen"
"254511","diisooctyl",,"alecuhe"
"254512","diisopromine",,"mumefaweo"
"254513","diisopropanolamine",,"ilucojocot"
"254514","diisopropyl",,"ulacijici"
"254515","diisopropylamide",,"mumefaweat"
"254516","diisopropylamine",,"momufiwuan"
"254517","diisopropylamino",,"mamofewoi"
"254518","diisopropylethylamine",,"ulacijicot"
"254519","diisopropylfluorophosphatase",,"ulacijicet"
"254520","diisopropylphenol",,"ilucojocin"
"254521","diisopropylphenyl",,"ilucojocu"
"254522","diisopropyltryptamine",,"mamofewoa"
"254523","diisoquinoline",,"mamofogeo"
"254524","diisostearate",,"mamofudii"
"254525","diisotactic",,"ilucobezat"
"254526","diisothiocyanate",,"alecubuvat"
"254527","diitidaht",,"eloquven"
"254528","diitidq",,"eloquin"
"254529","diitiid",,"aleqion"
"254530","diiulio",,"mimove"
"254531","dijaili",,"alomii"
"254532","dijet",,"uleti"
"254533","dijian",,"ulenata"
"254534","dijk",,"monea"
"254535","dijkstra",,"minoqie"
"254536","dijkstras",,"minoqiina"
"254537","dijon",,"alopie"
"254538","dijonnaise",,"manipuet"
"254539","dijons",,"alopen"
"254540","dijoseph",,"menuqoat"
"254541","dijudicant",,"oluwesu"
"254542","dijudicate",,"menataat"
"254543","dijudicated",,"ilawositon"
"254544","dijudicates",,"menatavae"
"254545","dijudicating",,"ilawositin"
"254546","dijudication",,"ulewisuti"
"254547","dijudications",,"ulewisutat"
"254548","dika",,"elumt"
"254549","dikad",,"mirit"
"254550","dikae",,"alimaa"
"254551","dikage",,"elumun"
"254552","dikamali",,"mereziat"
"254553","dikamalli",,"olamurin"
"254554","dikanka",,"merepon"
"254555","dikaryon",,"ilemamen"
"254556","dikaryons",,"ilemamon"
"254557","dikaryophase",,"maracajii"
"254558","dikaryophasic",,"merecejuet"
"254559","dikaryophyte",,"ilemamuqe"
"254560","dikaryophytic",,"ulomemaqat"
"254561","dikaryosis",,"miricia"
"254562","dikaryotic",,"alimomun"
"254563","dikaryotisation",,"alimomegat"
"254564","dikaryotization",,"murucujei"
"254565","dikas",,"elumui"
"254566","dikast",,"mirion"
"254567","dikastic",,"miriqiun"
"254568","dikastophobia",,"ilemebuqa"
"254569","dikasts",,"miriqan"
"254570","dikdik",,"meruet"
"254571","dikdikantelope",,"murorasaen"
"254572","dikdiks",,"meruri"
"254573","dike",,"ulots"
"254574","diked",,"merata"
"254575","dikegrave",,"ulotaqu"
"254576","dikelet",,"elutoe"
"254577","dikelike",,"mirovoe"
"254578","dikelocephalid",,"morevovaot"
"254579","dikelocephalus",,"ulotahufun"
"254580","dikelocephaluss",,"ulotahufu"
"254581","dikeman",,"mirozan"
"254582","dikephobia",,"morehai"
"254583","diker",,"moreca"
"254584","dikereeve",,"alitozen"
"254585","dikeria",,"mirocan"
