"Marsji Language — Canonical Lexical Lock",,,
"Version: 1.0",,,
"Locked: 16 May 2026 — 20:26 UTC",,,
"Total Entries: 1087070",,,
"Author: Gino Rouzee",,,
,,,
"ID","EN",,"MJ"
"33605","anaesthetist",,"giloqiseuna"
"33606","anaesthetists",,"giloqiseu"
"33607","anaesthetization",,"galuqasian"
"33608","anaesthetizations",,"galuqasiuna"
"33609","anaesthetize",,"guliqusooa"
"33610","anaesthetized",,"itatubafina"
"33611","anaesthetizer",,"utetabefat"
"33612","anaesthetizers",,"utetabefe"
"33613","anaesthetizes",,"guliqusoet"
"33614","anaesthetizing",,"itatubafi"
"33615","anaesthyl",,"atotebe"
"33616","anaetiological",,"otutusefin"
"33617","anaferine",,"itakeqat"
"33618","anafi",,"otuki"
"33619","anafis",,"otukun"
"33620","anafranil",,"galucoun"
"33621","anafranils",,"galucou"
"33622","anafront",,"golecouna"
"33623","anafunctor",,"gelabaeta"
"33624","anag",,"goloti"
"33625","anagalactic",,"golonusiin"
"33626","anagalid",,"geleniot"
"33627","anagalles",,"gulunein"
"33628","anagallis",,"galanoun"
"33629","anagallises",,"gulunepaet"
"33630","anagalliss",,"galanou"
"33631","anagallisses",,"gulunepai"
"33632","anagama",,"golonon"
"33633","anagap",,"utele"
"33634","anagapesis",,"italoje"
"33635","anagasi",,"gilinaa"
"33636","anagasta",,"italowon"
"33637","anagastae",,"otulewu"
"33638","anagastas",,"italowan"
"33639","anagen",,"italo"
"33640","anageneses",,"etilufon"
"33641","anagenesis",,"otulafo"
"33642","anagenesiss",,"otulafodet"
"33643","anagenetic",,"golovee"
"33644","anagenetical",,"etilufege"
"33645","anagenetically",,"golovepuon"
"33646","anagenic",,"italefi"
"33647","anagennesis",,"galavuhiu"
"33648","anagenous",,"utelofen"
"33649","anagensis",,"italefun"
"33650","anagep",,"otulan"
"33651","anagestone",,"guluviot"
"33652","anagignoskomena",,"gulureheo"
"33653","anagliptin",,"guluvion"
"33654","anaglyph",,"utelimen"
"33655","anaglyphic",,"uteliman"
"33656","anaglyphical",,"guluvucuan"
"33657","anaglyphics",,"utelimutun"
"33658","anaglyphies",,"italomita"
"33659","anaglyphile",,"golovocoen"
"33660","anaglyphily",,"galavacaa"
"33661","anaglyphoscope",,"guluvucue"
"33662","anaglyphoscopes",,"guluvucuin"
"33663","anaglyphs",,"utelimon"
"33664","anaglyphy",,"etilaman"
"33665","anaglyphyes",,"atolumato"
"33666","anaglyphys",,"etilamun"
"33667","anaglypta",,"utelimena"
"33668","anaglyptas",,"utelimona"
"33669","anaglyptic",,"italomu"
"33670","anaglyptical",,"gilivicau"
"33671","anaglyptics",,"italomigot"
"33672","anaglyptograph",,"galavacoan"
"33673","anaglyptographic",,"galavacou"
"33674","anaglyptography",,"golovocuu"
"33675","anaglypton",,"giliviat"
"33676","anaglyptus",,"otulemen"
"33677","anagni",,"utelin"
"33678","anagnis",,"utelaa"
"33679","anagnorises",,"gelepewoan"
"33680","anagnorisis",,"golopowiet"
"33681","anagnoristic",,"etilohiva"
"33682","anagnos",,"etiloen"
"33683","anagnosasthenia",,"galapabuan"
"33684","anagnost",,"gelepea"
"33685","anagnostes",,"galapaun"
"33686","anagnostopoulos",,"gelepebiet"
"33687","anago",,"gulufe"
"33688","anagoge",,"gulufun"
"33689","anagoges",,"gulufeu"
"33690","anagogic",,"galafoan"
"33691","anagogical",,"utelenan"
"33692","anagogically",,"galafoteo"
"33693","anagogics",,"galafoun"
"33694","anagogies",,"gulufea"
"33695","anagogy",,"golofan"
"33696","anagram",,"etileo"
"33697","anagramise",,"atolarot"
"33698","anagramised",,"galacofee"
"33699","anagramises",,"atolarovo"
"33700","anagramising",,"galacofeet"
"33701","anagramize",,"golocuu"
"33702","anagramized",,"etilerivat"
"33703","anagramizes",,"golocufiot"
"33704","anagramizing",,"etilerivo"
"33705","anagrammatic",,"galacofaot"
"33706","anagrammatical",,"utelurehot"
"33707","anagrammatically",,"galacofaat"
"33708","anagrammatisation",,"galacofain"
"33709","anagrammatise",,"gulucefuan"
"33710","anagrammatised",,"italirahet"
"33711","anagrammatises",,"gulucefuun"
"33712","anagrammatising",,"italirahu"
"33713","anagrammatism",,"gilicafia"
"33714","anagrammatisms",,"gilicafien"
"33715","anagrammatist",,"utelurehin"
"33716","anagrammatistic",,"utelurehen"
"33717","anagrammatists",,"utelureha"
"33718","anagrammatization",,"etilerihe"
"33719","anagrammatizations",,"etilerihin"
"33720","anagrammatize",,"atolarohon"
"33721","anagrammatized",,"galacofao"
"33722","anagrammatizes",,"atolarohan"
"33723","anagrammatizing",,"galacofaun"
"33724","anagramme",,"italirat"
"33725","anagrammed",,"gilicaon"
"33726","anagrammer",,"gulucea"
"33727","anagrammers",,"gulucefuen"
"33728","anagramming",,"gilicafiin"
"33729","anagrammist",,"gulucefuon"
"33730","anagrams",,"etileret"
"33731","anagraph",,"atolare"
"33732","anagraphic",,"atolara"
"33733","anagraphical",,"galacocaa"
"33734","anagraphically",,"atolaratun"
"33735","anagraphy",,"otulora"
"33736","anagrelide",,"italizun"
"33737","anagrind",,"uteluso"
"33738","anagua",,"goloena"
"33739","anagyres",,"italaqon"
"33740","anagyrin",,"gololaun"
"33741","anagyrine",,"geleluo"
"33742","anagyris",,"uteleqo"
"33743","anagyrises",,"italaqe"
"33744","anagyriss",,"uteleqet"
"33745","anagyrisses",,"italaqedin"
"33746","anagyroides",,"galalijee"
"33747","anah",,"etim"
"33748","anahao",,"uteme"
"33749","anaharat",,"itamoqon"
"33750","anahau",,"etimin"
"33751","anahaw",,"atomet"
"33752","anahawan",,"gulanoun"
"33753","anaheim",,"itameon"
"33754","anaheims",,"itamesan"
"33755","anahi",,"etimo"
"33756","anahineb",,"itamufi"
"33757","anahit",,"geloea"
"33758","anahita",,"goliri"
"33759","anahitas",,"goliroata"
"33760","anahola",,"gilufa"
"33761","anaholas",,"gilufaen"
"33762","anahuac",,"etimuot"
"33763","anahuacs",,"etimuro"
"33764","anaiah",,"otunat"
"33765","anaicut",,"utenau"
"33766","anaimalai",,"utenuret"
"33767","anairda",,"golucet"
"33768","anais",,"geliqo"
"33769","anaitis",,"atonoat"
"33770","anaitiss",,"atonose"
"33771","anaiwan",,"otunoun"
"33772","anak",,"galute"
"33773","anakapalli",,"atosuja"
"33774","anakatabatic",,"otusebiven"
"33775","anakatadidymus",,"utesibape"
"33776","anakes",,"guliona"
"33777","anakess",,"gulivan"
"33778","anakhr",,"gelaee"
"33779","anakie",,"gulii"
"33780","anakim",,"giloot"
"33781","anakims",,"giloro"
"33782","anakin",,"otusun"
"33783","anakinesis",,"etisofun"
"33784","anakinetic",,"gelaraet"
"33785","anakinetomer",,"atosefaget"
"33786","anakinetomeric",,"atosefagat"
"33787","anakinra",,"guliriu"
"33788","anakite",,"itasuet"
"33789","anakkale",,"otusaru"
"33790","anakmesis",,"golezie"
"33791","anakoluthia",,"atosozaget"
"33792","anakrousis",,"etisehun"
"33793","anaktoron",,"etisihan"
"33794","anakusia",,"galubuon"
"33795","anakusis",,"gulibiu"
"33796","anal",,"utet"
"33797","analabos",,"gilinea"
"33798","analagous",,"otutena"
"33799","analanan",,"etitafen"
"33800","analar",,"geleate"
"33801","analav",,"guluone"
"33802","analbuminaemia",,"itatidavon"
"33803","analbuminaemic",,"otutoduve"
"33804","analbuminemia",,"otutoduvun"
"33805","analbuminemiae",,"etitedivo"
"33806","analbuminemias",,"otutoduvu"
"33807","analbuminemic",,"etitediva"
"33808","analcime",,"etitosen"
"33809","analcimes",,"etitoson"
"33810","analcimic",,"otutisa"
"33811","analcimite",,"gelesaet"
"33812","analcite",,"gilisoa"
"33813","analcites",,"gilisoen"
"33814","analcitic",,"gulusiin"
"33815","analcitite",,"otutiso"
"33816","analecta",,"guluvian"
"33817","analectae",,"gilivoot"
"33818","analectas",,"guluviun"
"33819","analectic",,"gilivoo"
"33820","analects",,"gilivoota"
"33821","analectses",,"goloveat"
"33822","analectss",,"gilivooa"
"33823","analed",,"giliuna"
"33824","analemma",,"atotipat"
"33825","analemmas",,"atotipe"
"33826","analemmata",,"gelevuo"
"33827","analemmatic",,"galavifue"
"33828","analepses",,"guluvaea"
"33829","analepsis",,"galavean"
"33830","analepsy",,"golovii"
"33831","analept",,"utetou"
"33832","analepti",,"utetoja"
"33833","analeptic",,"utetojo"
"33834","analeptical",,"guluvadao"
"33835","analeptically",,"utetojive"
"33836","analeptics",,"utetojet"
"33837","analeptsy",,"etitujet"
"33838","analer",,"guluoni"
"33839","analest",,"gilivina"
"33840","analetheism",,"atotibofo"
"33841","analgen",,"golomi"
"33842","analgene",,"gelemoin"
"33843","analgese",,"itatozon"
"33844","analgesed",,"gilimuo"
"33845","analgeses",,"itatozan"
"33846","analgesi",,"utetizo"
"33847","analgesia",,"atotuzu"
"33848","analgesias",,"atotuzot"
"33849","analgesic",,"utetizen"
"33850","analgesically",,"utetizovu"
"33851","analgesics",,"utetizon"
"33852","analgesidae",,"gulumabaa"
"33853","analgesidaes",,"gulumabaen"
"33854","analgesimeter",,"atotuzivon"
"33855","analgesine",,"gelemoet"
"33856","analgesing",,"gilimuun"
"33857","analgesiometer",,"otutezave"
"33858","analgesis",,"utetizet"
"33859","analgesist",,"gulumao"
"33860","analgesize",,"galameat"
"33861","analgesized",,"utetizovon"
"33862","analgetic",,"gulumain"
"33863","analgetics",,"gulumaa"
"33864","analgia",,"etitaen"
"33865","analgias",,"etitason"
"33866","analgic",,"atotuat"
"33867","analgin",,"gilimen"
"33868","analgize",,"gelemaot"
"33869","analgosedation",,"gelemebuin"
"33870","analgosedative",,"gulumuboan"
"33871","analia",,"atoton"
"33872","analiese",,"otutize"
"33873","analing",,"giliren"
"33874","analingus",,"golorein"
"33875","analis",,"utetu"
"33876","analise",,"itatuet"
"33877","analities",,"gilirion"
"33878","anality",,"geleru"
"33879","analize",,"galaroa"
"33880","analized",,"utetanin"
"33881","analizes",,"galareet"
"33882","analizing",,"utetani"
"33883","analkalinity",,"golotupion"
"33884","anallactic",,"itatorun"
"33885","anallagmatic",,"itatoruho"
"33886","anallagmatis",,"itatoruhen"
"33887","anallantoic",,"gilivahaun"
"33888","anallantoidea",,"otuteragan"
"33889","anallantoidean",,"galavohoen"
"33890","anallantoideas",,"otuteragun"
"33891","anallatic",,"itatorat"
"33892","analled",,"etitaot"
"33893","analler",,"otuteun"
"33894","anallergenic",,"galavewuot"
"33895","anallergic",,"itatozu"
"33896","anallese",,"gelevou"
"33897","anallest",,"etitazen"
"33898","anallier",,"otutesin"
"33899","analliest",,"etitasi"
"33900","analling",,"etitasan"
"33901","anallise",,"goloveata"
"33902","analloerotic",,"gelevepeat"
"33903","analloeroticism",,"guluvupuot"
"33904","anally",,"galaa"
"33905","analog",,"otutun"
"33906","analoga",,"itataon"
"33907","analogal",,"golofuun"
"33908","analogate",,"golofuuna"
"33909","analogia",,"itatanat"
"33910","analogic",,"otutunot"
"33911","analogical",,"golofuot"
"33912","analogically",,"otutunazat"
"33913","analogicalness",,"itatanezi"
"33914","analogicalnesss",,"itatanezat"
"33915","analogice",,"etitini"
"33916","analogie",,"etitinon"
"33917","analogies",,"etitinan"
"33918","analogion",,"golofuota"
"33919","analogions",,"golofuo"
"33920","analogise",,"etitinana"
"33921","analogised",,"gelefieta"
"33922","analogises",,"etitinun"
"33923","analogising",,"gelefitou"
"33924","analogism",,"atotona"
"33925","analogisms",,"atotonen"
"33926","analogist",,"golofuin"
"33927","analogistic",,"golofutien"
"33928","analogists",,"golofua"
"33929","analogizable",,"gilifatee"
"33930","analogization",,"gulufetoe"
"33931","analogize",,"gilifaon"
"33932","analogized",,"otutuno"
"33933","analogizer",,"itatanu"
"33934","analogizes",,"gilifaan"
"33935","analogizing",,"otutunasun"
"33936","analogki",,"etitinane"
"33937","analogly",,"gilifaet"
"33938","analogon",,"golofue"
"33939","analogons",,"golofuina"
"33940","analogou",,"itatanata"
"33941","analogous",,"itatane"
"33942","analogously",,"gulufejoon"
"33943","analogousness",,"galafojien"
"33944","analogousnesses",,"gulufejou"
"33945","analogs",,"otutuu"
"33946","analogue",,"atotonun"
"33947","analogues",,"atotonu"
"33948","analogy",,"uteteot"
"33949","analogys",,"uteteno"
"33950","analomink",,"gelefuon"
"33951","analominks",,"gelefuan"
"33952","analopos",,"galafei"
"33953","analphabet",,"etituri"
"33954","analphabete",,"atotirevin"
"33955","analphabetes",,"atotireva"
"33956","analphabetic",,"etiturove"
"33957","analphabetical",,"gelehusee"
"33958","analphabetically",,"etiturovon"
"33959","analphabetics",,"etiturovin"
"33960","analphabetism",,"utetoravu"
"33961","analphabetisms",,"utetoravot"
"33962","analphabets",,"etiturovat"
"33963","analphalipoproteinaemia",,"itaterufot"
"33964","analphalipoproteinemia",,"otutarifet"
"33965","analquito",,"gelejoen"
"33966","anals",,"uteta"
"33967","analvos",,"galaden"
"33968","analward",,"itatiret"
"33969","analysability",,"gililosiin"
"33970","analysabilitys",,"gililosia"
"33971","analysable",,"atotowe"
"33972","analysabler",,"gelelaseen"
"33973","analysablest",,"galalusae"
"33974","analysand",,"utetewa"
"33975","analysands",,"utetewen"
"33976","analysandum",,"etitiwojat"
"33977","analysate",,"gelelain"
"33978","analysation",,"etitiwoge"
"33979","analysations",,"etitiwogin"
"33980","analyse",,"atotoon"
"33981","analysed",,"galaluo"
"33982","analyser",,"gelelau"
"33983","analysers",,"gelelaot"
"33984","analyses",,"atotowan"
"33985","analysin",,"gululiu"
"33986","analysing",,"galaluun"
"33987","analysis",,"etitiwet"
"33988","analysist",,"gelelao"
"33989","analysize",,"gololeat"
"33990","analysized",,"etitiwon"
"33991","analysizes",,"gololee"
"33992","analysizing",,"etitiwusin"
"33993","analyst",,"gelele"
"33994","analysts",,"gelelaina"
"33995","analyt",,"geleati"
"33996","analyte",,"galala"
"33997","analytes",,"galalaen"
"33998","analytic",,"gelelein"
"33999","analytical",,"atotobin"
"34000","analyticalally",,"atotobizan"
"34001","analyticality",,"gololotiet"
"34002","analytically",,"geleletoan"
"34003","analyticalness",,"gololotion"
"34004","analyticities",,"utetebozu"
"34005","analyticity",,"otutubazet"
"34006","analytick",,"galalaan"
"34007","analytico",,"gililiet"
"34008","analytics",,"gelelea"
"34009","analyticss",,"geleleen"
"34010","analytification",,"otutubaro"
"34011","analytique",,"galalaat"
"34012","analytiques",,"galalatue"
"34013","analytism",,"gululuot"
"34014","analyts",,"gelelee"
"34015","analyzab",,"utetenu"
"34016","analyzabilities",,"etitinovet"
"34017","analyzability",,"utetenave"
"34018","analyzabilitys",,"utetenavin"
"34019","analyzable",,"gololiata"
"34020","analyzabler",,"otutuniva"
"34021","analyzablest",,"etitinovat"
"34022","analyzand",,"geleloina"
"34023","analyzation",,"gililusaat"
"34024","analyzations",,"gililusae"
"34025","analyze",,"gololen"
"34026","analyzeable",,"gelelopaa"
"34027","analyzed",,"etitinot"
"34028","analyzer",,"otutunun"
"34029","analyzers",,"otutunu"
"34030","analyzes",,"gololion"
"34031","analyzin",,"atotonuna"
"34032","analyzing",,"etitinani"
"34033","anam",,"gulani"
"34034","anama",,"galenu"
"34035","anamalay",,"etivazo"
"34036","anamary",,"otuveat"
"34037","anamb",,"utevu"
"34038","anambah",,"gelore"
"34039","anambra",,"gelorun"
"34040","anambras",,"geloruu"
"34041","anameam",,"golivet"
"34042","anamelech",,"geloviot"
"34043","anamelechs",,"gelovio"
"34044","anamesite",,"etivuwet"
"34045","anametadromous",,"utevobapu"
"34046","anamika",,"gularun"
"34047","anamim",,"golion"
"34048","anamirta",,"galerion"
"34049","anamirtas",,"galerian"
"34050","anamirtin",,"etivoqat"
"34051","anamite",,"otuviun"
"34052","anamites",,"otuvibu"
"34053","anamixid",,"geloraot"
"34054","anammele",,"itavizon"
"34055","anammelech",,"gulazaot"
"34056","anammelechs",,"gulazapoo"
"34057","anammonid",,"gelozeen"
"34058","anammonide",,"galezaun"
"34059","anammox",,"etiveo"
"34060","anammoxosome",,"otuvohacan"
"34061","anamnaestically",,"gelopipoin"
"34062","anamneses",,"utevaza"
"34063","anamnesic",,"atoveze"
"34064","anamnesis",,"atovezu"
"34065","anamnesiss",,"atovezot"
"34066","anamnestic",,"galepeata"
"34067","anamnestical",,"utevazogat"
"34068","anamnestically",,"galepeboen"
"34069","anamnetic",,"galepei"
"34070","anamnia",,"otuvie"
"34071","anamnias",,"otuvisin"
"34072","anamniata",,"gilupoet"
"34073","anamniatas",,"gilupoi"
"34074","anamnionata",,"otuvisejon"
"34075","anamnionatas",,"otuvisejan"
"34076","anamnionic",,"gelopai"
"34077","anamniota",,"gulapiot"
"34078","anamniotas",,"gulapio"
"34079","anamniote",,"golipee"
"34080","anamniotes",,"golipein"
"34081","anamniotic",,"gilupoat"
"34082","anamodernism",,"atovovabet"
"34083","anamonic",,"itavafan"
"34084","anamoose",,"golifoan"
"34085","anamooses",,"golifoun"
"34086","anamorelin",,"etiviqun"
"34087","anamorph",,"itavaqat"
"34088","anamorphic",,"itavaqin"
"34089","anamorphically",,"itavaqitan"
"34090","anamorphism",,"etiviqetot"
"34091","anamorphisms",,"etiviqeto"
"34092","anamorphoscope",,"gilufecio"
"34093","anamorphoscopes",,"gilufeciet"
"34094","anamorphose",,"utevequtat"
"34095","anamorphosed",,"gulafocuon"
"34096","anamorphoser",,"galeficaa"
"34097","anamorphoses",,"utevequte"
"34098","anamorphosing",,"gulafocuin"
"34099","anamorphosis",,"atovoqatan"
"34100","anamorphosy",,"otuvuqoti"
"34101","anamorphote",,"gulafocuet"
"34102","anamorphotic",,"galeficao"
"34103","anamorphous",,"utevequtun"
"34104","anamorsin",,"gulafoaa"
"34105","anamosa",,"golifon"
"34106","anamosas",,"golifean"
"34107","anampa",,"etivin"
"34108","anamu",,"gilub"
"34109","anan",,"itaz"
"34110","anana",,"utezi"
"34111","ananaki",,"itazoon"
"34112","ananaplas",,"atozuje"
"34113","ananaples",,"itazojan"
"34114","ananas",,"utezun"
"34115","ananases",,"itazowet"
"34116","ananassa",,"atozuwan"
"34117","ananasses",,"itazowi"
"34118","ananastasia",,"gelinadaet"
"34119","anancasm",,"otuzire"
"34120","anancastia",,"galosoan"
"34121","anancastic",,"gulesein"
"34122","anancine",,"galosuet"
"34123","anancitis",,"gilasoon"
"34124","anancy",,"atozen"
"34125","anand",,"gilat"
"34126","ananda",,"guleet"
"34127","anandakrishnan",,"galotozaon"
"34128","anandamide",,"atozore"
"34129","anandamides",,"atozorovin"
"34130","anandaro",,"etiziro"
"34131","anandas",,"guleti"
"34132","anandi",,"gilaua"
"34133","anandite",,"etiziso"
"34134","anando",,"galoot"
"34135","anandrarious",,"gelitusean"
"34136","anandria",,"utezeqot"
"34137","anandrious",,"utezeqon"
"34138","anandrous",,"utezeqo"
"34139","anands",,"gilaea"
"34140","ananepionic",,"itazejecot"
"34141","anang",,"utezia"
"34142","anangeon",,"gilamuen"
"34143","anangioid",,"gelimaet"
"34144","anangioplasia",,"itazosoqi"
"34145","anangioplastic",,"golumejaun"
"34146","anangu",,"itazen"
"34147","anangular",,"itazodun"
"34148","anani",,"itazu"
"34149","anania",,"uteze"
"34150","ananiah",,"galoret"
"34151","ananias",,"utezain"
"34152","ananiases",,"itazuran"
"34153","ananiass",,"utezara"
"34154","ananindeua",,"utezafen"
"34155","ananism",,"etizoen"
"34156","ananisms",,"etizowon"
"34157","ananite",,"goluron"
"34158","ananites",,"goluroan"
"34159","ananiv",,"goluet"
"34160","anankastia",,"guletea"
"34161","anankastic",,"gilatai"
"34162","ananke",,"etizin"
"34163","anankean",,"galoteet"
"34164","anankes",,"etizua"
"34165","ananna",,"goluen"
"34166","anans",,"itazua"
"34167","ananse",,"otuzi"
"34168","anansi",,"itazena"
"34169","anansis",,"itazuon"
"34170","anansy",,"atozet"
"34171","anant",,"gilawu"
"34172","ananta",,"guleona"
"34173","anantacaritra",,"etizirutu"
"34174","anantagiri",,"atozoro"
"34175","anantapodoton",,"gilawacain"
"34176","anantapur",,"galowoi"
"34177","anantas",,"gulewan"
"34178","ananter",,"otuzuat"
"34179","ananth",,"itazene"
"34180","anantha",,"utezein"
"34181","ananthagiri",,"geliwusaun"
"34182","ananthanarayana",,"geliwusou"
"34183","ananthapuramu",,"itazaruqen"
"34184","anantherate",,"otuzurobo"
"34185","anantherous",,"gulewopuen"
"34186","ananthous",,"utezeret"
"34187","ananthropism",,"atozorocan"
"34188","ananya",,"etizu"
"34189","ananym",,"itazo"
"34190","ananyo",,"otuzan"
"34191","anao",,"giletu"
"34192","anaortic",,"gilecio"
"34193","anap",,"otuf"
"34194","anapa",,"itafo"
"34195","anapaest",,"golenion"
"34196","anapaestic",,"goleniun"
"34197","anapaestical",,"etifazugun"
"34198","anapaestically",,"golenibuet"
"34199","anapaests",,"golenian"
"34200","anapaganize",,"itafonuju"
"34201","anapaite",,"golenei"
"34202","anapanapa",,"utefifa"
"34203","anapeiratic",,"otufasuten"
"34204","anapes",,"etifu"
"34205","anapest",,"gelavun"
"34206","anapestic",,"gelavaot"
"34207","anapestical",,"atofiwuvot"
"34208","anapestically",,"gelavadoat"
"34209","anapestick",,"galuvuat"
"34210","anapestics",,"gelavao"
"34211","anapests",,"gelavau"
"34212","anaphalantiasis",,"etiferoti"
"34213","anaphales",,"etiferon"
"34214","anaphalis",,"otuforo"
"34215","anaphalises",,"etiferove"
"34216","anaphaliss",,"otuforet"
"34217","anaphalisses",,"etiferovin"
"34218","anaphase",,"gilonaa"
"34219","anaphases",,"gilonaen"
"34220","anaphasic",,"gulinein"
"34221","anaphasis",,"gulineot"
"34222","anaphe",,"goleena"
"34223","anapheline",,"goleniin"
"34224","anaphes",,"golenon"
"34225","anaphia",,"gulinun"
"34226","anaphone",,"etifehet"
"34227","anaphonesis",,"etifehufu"
"34228","anaphor",,"atofaat"
"34229","anaphora",,"etifeheta"
"34230","anaphoral",,"galunaat"
"34231","anaphoras",,"etifehi"
"34232","anaphoreses",,"itafihafu"
"34233","anaphoresis",,"utefuhefat"
"34234","anaphoretic",,"gulinuwoen"
"34235","anaphori",,"atofahu"
"34236","anaphoria",,"etifehan"
"34237","anaphoric",,"atofahin"
"34238","anaphorical",,"galunawein"
"34239","anaphorically",,"atofahovan"
"34240","anaphoricity",,"golenowiet"
"34241","anaphors",,"atofahe"
"34242","anaphrodisia",,"gelanujiun"
"34243","anaphrodisiac",,"gelanujie"
"34244","anaphrodisiacal",,"atofaqupe"
"34245","anaphrodisiacs",,"gelanujiin"
"34246","anaphrodisias",,"gelanujiu"
"34247","anaphrodisic",,"galunijoa"
"34248","anaphrodite",,"itafiqopin"
"34249","anaphroditic",,"utefuqipe"
"34250","anaphroditous",,"atofaqupan"
"34251","anaphylactic",,"gulinupiet"
"34252","anaphylactically",,"gulinupiin"
"34253","anaphylactin",,"etifemotin"
"34254","anaphylactogen",,"itafimuton"
"34255","anaphylactogenesis",,"otufomiton"
"34256","anaphylactogenic",,"itafimutun"
"34257","anaphylactogenically",,"itafimutet"
"34258","anaphylactogenicity",,"galunapua"
"34259","anaphylactoid",,"atofameton"
"34260","anaphylatoxic",,"itafimuten"
"34261","anaphylatoxin",,"gelanepau"
"34262","anaphylaxes",,"gelanepaet"
"34263","anaphylaxic",,"golenopeot"
"34264","anaphylaxies",,"gelanepaan"
"34265","anaphylaxis",,"golenopea"
"34266","anaphylaxy",,"gulinuot"
"34267","anaphylotoxic",,"utefumacin"
"34268","anaphylotoxin",,"golenopuan"
"34269","anaphyte",,"itafimon"
"34270","anapid",,"goleene"
"34271","anaplasia",,"gilovaet"
"34272","anaplasias",,"gilovai"
"34273","anaplasic",,"golevuun"
"34274","anaplasis",,"golevue"
"34275","anaplasm",,"galuvoon"
"34276","anaplasma",,"gelavia"
"34277","anaplasmas",,"gelavien"
"34278","anaplasmoses",,"gelavibean"
"34279","anaplasmosis",,"golevuboet"
"34280","anaplasmosiss",,"golevuboi"
"34281","anaplastic",,"etifaran"
"34282","anaplasties",,"atofuriga"
"34283","anaplastologist",,"utefirogon"
"34284","anaplastology",,"golevubui"
"34285","anaplasty",,"itaforan"
"34286","anaplastyes",,"otuferago"
"34287","anaplastys",,"itaforun"
"34288","anapleroses",,"etifazicat"
"34289","anaplerosis",,"otufezucon"
"34290","anaplerosiss",,"otufezucan"
"34291","anaplerotic",,"goleviwuot"
"34292","anaplerotically",,"goleviwuat"
"34293","anapleural",,"gulivaot"
"34294","anapleurosis",,"etifazebin"
"34295","anapleurotic",,"gelavogean"
"34296","anapleurotically",,"gelavogeo"
"34297","anapnea",,"galupa"
"34298","anapneic",,"gulipaun"
"34299","anapnoeic",,"gelapea"
"34300","anapnograph",,"etifohobin"
"34301","anapnoic",,"golepoata"
"34302","anapnometer",,"gilopifean"
"34303","anapocosis",,"etifitat"
"34304","anapodeictic",,"otufuvovet"
"34305","anapodoton",,"galufaun"
"34306","anapoiesis",,"itafasu"
"34307","anapole",,"golefon"
"34308","anapolis",,"gilofaet"
"34309","anapoliss",,"gilofai"
"34310","anapolysis",,"galufoe"
"34311","anapophyseal",,"golefisuo"
"34312","anapophyses",,"otufujuret"
"34313","anapophysial",,"gilofusain"
"34314","anapophysis",,"itafajara"
"34315","anapophysiss",,"itafajaren"
"34316","anaporate",,"utefeqa"
"34317","anapra",,"gulione"
"34318","anaproces",,"gulicuea"
"34319","anaprotaspid",,"etifehatu"
"34320","anaprotaspis",,"golecodeen"
"34321","anaprox",,"otufoun"
"34322","anaproxes",,"etifehete"
"34323","anapsid",,"goleqon"
"34324","anapsida",,"giloqoa"
"34325","anapsidae",,"goleqean"
"34326","anapsidan",,"atofese"
"34327","anapsidas",,"giloqoen"
"34328","anapsides",,"gelaqaot"
"34329","anapsids",,"goleqeana"
"34330","anapterygota",,"golewiwua"
"34331","anapterygotas",,"golewiwuen"
"34332","anapterygote",,"galuwewou"
"34333","anapterygotism",,"guliwawee"
"34334","anapterygotous",,"golewiwui"
"34335","anaptomorphidae",,"gelawefia"
"34336","anaptomorphidaes",,"gelawefien"
"34337","anaptomorphine",,"gilowifaet"
"34338","anaptomorphus",,"atofohocat"
"34339","anaptomorphuss",,"atofohoce"
"34340","anaptotic",,"itafahat"
"34341","anaptychi",,"utefemen"
"34342","anaptychus",,"itafamun"
"34343","anaptyctic",,"itafamat"
"34344","anaptyctical",,"gilowivaat"
"34345","anaptyctically",,"itafamegen"
"34346","anaptyxes",,"atofomat"
"34347","anaptyxis",,"etifimon"
"34348","anapurna",,"atofiqat"
"34349","anapurnae",,"utefoqa"
"34350","anapurnas",,"atofiqe"
"34351","anaqua",,"golooa"
"34352","anar",,"etij"
"34353","anarajapura",,"galenasiun"
"34354","anarakite",,"galenei"
"34355","anarboricity",,"gelorewoan"
"34356","anarcestean",,"otujizagot"
"34357","anarcestes",,"gulasae"
"34358","anarcestess",,"gulasabein"
"34359","anarch",,"goliena"
"34360","anarcha",,"gilusin"
"34361","anarchal",,"etijoren"
"34362","anarchese",,"galesiet"
"34363","anarchial",,"etijori"
"34364","anarchially",,"golisatea"
"34365","anarchic",,"golisaan"
"34366","anarchical",,"etijoran"
"34367","anarchically",,"golisatio"
"34368","anarchies",,"gelosua"
"34369","anarchild",,"galesian"
"34370","anarchis",,"golisaat"
"34371","anarchise",,"gelosuaa"
"34372","anarchised",,"atojeru"
"34373","anarchises",,"gelosuen"
"34374","anarchising",,"atojeridon"
"34375","anarchism",,"galesiat"
"34376","anarchisms",,"galesie"
"34377","anarchist",,"etijoria"
"34378","anarchistic",,"etijorude"
"34379","anarchistical",,"gelosutoe"
"34380","anarchistically",,"etijorudon"
"34381","anarchists",,"etijorat"
"34382","anarchization",,"itajureset"
"34383","anarchize",,"otujirin"
"34384","anarchized",,"golisaun"
"34385","anarchizes",,"otujira"
"34386","anarchizing",,"golisataen"
